ID,親ID,名称,別称,URL,分類,説明,稼働状況,Database name,Alternative name,URL (English),Database description,Operation status,カタログリンク（日本語）,カタログリンク（英語）,横断検索リンク,アーカイブリンク（日本語）,アーカイブリンク（英語）,RDFポータルリンク,ヒトDB ID,ヒトDBリンク（日本語）,ヒトDBリンク（英語）
NBDC00280,,GISD,,http://www.issg.org/database/welcome/,データベース,全世界の侵入生物種（invasive species）に関するデータベース。,稼動中,GISD,Global Invasive Species Database,http://www.issg.org/database/welcome/,"The GISD is a database of information about species that negatively impact biodiversity. It contains information of invasive alien species which covers all taxonomic groups from micro-organisms to animals and plants in all ecosystems and is supplied by or reviewed by expert contributors from around the world. Each entry contains taxonomic name, organism type, habitat description, general impacts, introduction pathways to new locations, etc.. Users are able to search with species name, location, habitat type, organism type or taxonomic name.",Active,https://integbio.jp/dbcatalog/record/nbdc00280,https://integbio.jp/dbcatalog/en/record/nbdc00280,,,,,,,
NBDC00281,,GOALL,,http://www.shigen.nig.ac.jp/ontology/,データベース,GeneOntology、TraitOntology、Taxonomyのデータ構造のビューア。元のデータはGene Ontology Database http://www.godatabase.org/dev/database/ から得ています。,休止,GOALL,,http://www.shigen.nig.ac.jp/ontology/,"GOALL is a tool for visualization of interrelated data. The viewer graphically plots data, which can then be searched within the browser window to obtain further information. Several datasets are already plotted in the tool and can be searched and examined in detail.",Inactive,https://integbio.jp/dbcatalog/record/nbdc00281,https://integbio.jp/dbcatalog/en/record/nbdc00281,,,,,,,
NBDC00282,,RIKEN Hub Database Project,,http://omicspace.riken.jp/,データベース,タイリングアレイ（遺伝子発現情報）とゲノム情報を組み合わせて統計的に解析することにより、遺伝子の構造を高い精度で推定する新しい情報処理技術を開発しました。この技術をシロイヌナズナのデータに適用し、これまでに知られている約２万７千の遺伝子領域のほかにも、約５千２百箇所の領域で発現している新たな遺伝子構造を見出し公開しています。遺伝子のネットワークや変異体の有無に関する情報もあわせて提供しています。「Forward Genetics」、「Reverse Genetics」、「Data Integration」、「Estimation of Candidate Genes」を連携させた「統合Genetics」としてのシステムであり、また、この処理を行うために独自に開発したプログラムARTADE（アートエード）の全ソースコード（プログラム内容）も公開しています。近年のゲノミクスの発展によって、膨大な量の公開データとバイオリソースの蓄積が進行しています。これらをバイオインフォマティクスによって統合化し、より効率的な原因遺伝子探索のストラテジーを作り出すことを目的としています。,運用終了,RIKEN Hub Database Project,,http://omicspace.riken.jp/,,,https://integbio.jp/dbcatalog/record/nbdc00282,https://integbio.jp/dbcatalog/en/record/nbdc00282,,,,,,,
NBDC00283,,HIV Structural Database and Chem-BLAST,,http://xpdb.nist.gov/hivsdb/hivsdb.html,データベース,HIVの構造データベース。2次元構造（化学式）、3次元構造（立体構造）どちらも見ることができます。,稼動中,HIV Structural Database and Chem-BLAST,,http://xpdb.nist.gov/hivsdb/hivsdb.html,"Chem-BLAST provides information of similar chemicals in terms of structure, using data of PDB and PubCHEM. A taxonomy of structural fragments is used for annotating, querying and analyzing chemical compounds.",Active,https://integbio.jp/dbcatalog/record/nbdc00283,https://integbio.jp/dbcatalog/en/record/nbdc00283,,,,,,,
NBDC00284,,HOVERGEN,,http://pbil.univ-lyon1.fr/databases/hovergen.php,データベース,ACNUC sequence databaseを下地とした脊椎動物遺伝子のデータベース。FamFetch application をインストールすると、GUIからアライメントや系統樹を見ることができます。,稼動中,HOVERGEN,Homologous Vertebrate Genes Database,http://pbil.univ-lyon1.fr/databases/hovergen.php,"HOVERGEN is a database of homologous vertebrate genes using the ACNUC sequence database. It contains all of vertebrate protein sequences from the UniProt Knowledgebase and all the corresponding nucleotide sequences in EMBL, and those information were structured in the ACNUC database.",Active,https://integbio.jp/dbcatalog/record/nbdc00284,https://integbio.jp/dbcatalog/en/record/nbdc00284,,,,,,,
NBDC00285,,Hoppsigen,,http://pbil.univ-lyon1.fr/databases/hoppsigen.html,データベース,プロセス型偽遺伝子のデータベース。,稼動中,Hoppsigen,Homologous Processed Pseudogenes database,http://pbil.univ-lyon1.fr/databases/hoppsigen.html,"Hoppsigen is a nucleic database.
It provides information on homologous retroelements (like SINE and LINE).
There are 5,823 human retroelements and 3,934 mouse retroelements that have been identified and are contained in the repository.
The non-functional sequences were given the name pseudogenes.
The database, however, also contains functional genes obtained from ENSEMBL.
A multiple alignment was calculated between the functional genes and their homologous retroelements. This was done for each family.
A phylogenetic tree was also determined for each alignment and is available in the database.
A www-query search option is provided.",Active,https://integbio.jp/dbcatalog/record/nbdc00285,https://integbio.jp/dbcatalog/en/record/nbdc00285,,,,,,,
NBDC00286,,HOSTS,,http://www.nhm.ac.uk/research-curation/research/projects/hostplants/,データベース,世界中に生息するチョウやガの幼虫が食べる植物の情報を集めたデータベース。,稼動中,HOSTS,A Database of the World's Lepidopteran Hostplants,http://www.nhm.ac.uk/research-curation/research/projects/hostplants/,"HOSTS is a database that provides information on the host plants for Lepidoptera, an order of insects that comprises the butterflies and moths of the world.
This repository contains data obtained from 180,000 records about 22,000 Lepidoptera species.
Although there is still much to be discovered out there, this may be considered the most extensive collection of data on this topic available at present.
Text Search and Drill-down Search options are provided. In the Drill-down search mode, the Lepidoptera or the plant family name is entered. The family group, genus and species are then selected, the one after the other, as the drop-down boxes appear.",Active,https://integbio.jp/dbcatalog/record/nbdc00286,https://integbio.jp/dbcatalog/en/record/nbdc00286,,,,,,,
NBDC00287,,HS3D,,http://www.sci.unisannio.it/docenti/rampone/,データベース,GenBankから抽出したヒトのエキソン、イントロン、スプライス領域のデータセットを提供しています。,稼動中,HS3D,Homo Sapiens Splice Sites Dataset,http://www.sci.unisannio.it/docenti/rampone/,"HS3D (Homo Sapiens Splice Sites Dataset) version 1.2 is a database that contains information on human exon, intron and splice regions.
Data on 4,523 exons and 3,802 introns is provided.
The format of the data is explained.
The database may be downloaded entirely in a series of 12 files provided for this purpose.",Active,https://integbio.jp/dbcatalog/record/nbdc00287,https://integbio.jp/dbcatalog/en/record/nbdc00287,,,,,,,
NBDC00288,,Human Genome Segmental Duplication Database,,http://projects.tcag.ca/humandup/,データベース,ヒトゲノムの重複断片のデータベース。,休止,Human Genome Segmental Duplication Database,,http://projects.tcag.ca/humandup/,,Inactive,https://integbio.jp/dbcatalog/record/nbdc00288,https://integbio.jp/dbcatalog/en/record/nbdc00288,,,,,,,
NBDC00289,,IARC TP53 Database,,http://p53.iarc.fr/,データベース,p53の変異、遺伝病、その解析結果のデータベースです。,稼動中,IARC TP53 Database,,http://p53.iarc.fr/,"IARC TP53 Database is a database about mutations, genetic diseases and anotations on human p53. It contains information such as gene variations, somatic mutations, germline mutations, status in cell lines, mouse models, exon/intron distributions, codons, and mutation type. Datasets such as the functional activity of somatic and missense mutations within cancer tissue are also available. The data are collected from peer-reviewed literature and mutation data repositories.",Active,https://integbio.jp/dbcatalog/record/nbdc00289,https://integbio.jp/dbcatalog/en/record/nbdc00289,,,,,,,
NBDC00290,,IMGT/LIGM-DB,,http://www.imgt.org/ligmdb/,データベース,ヒトおよびその他の脊椎動物の免疫グロブリン、T細胞受容体に関するアノテーションが付与された配列のデータベースです。,稼動中,IMGT/LIGM-DB,"IMGT, the international ImMunoGeneTics information system/LIGM-DB",http://www.imgt.org/ligmdb/,"This is a sequence database with annotations on immunoglobulins and T-cell receptors of humans and other vertebrates.  Each record includes sequences, details of identification and classification of the sequence, source citation, and level of annotation (manual or not). Searches can be performed by species, gene type or gene function.",Active,https://integbio.jp/dbcatalog/record/nbdc00290,https://integbio.jp/dbcatalog/en/record/nbdc00290,,,,,,,
NBDC00291,,INE 稲,,http://ine.dna.affrc.go.jp/giot/,データベース,"イネの染色体の連鎖地図、物理地図、EST Mapを掲載しています。
なお、本サイトは運用を停止し、データはWhoGA (http://integbio.jp/dbcatalog/record/nbdc00736) から提供していましたが、WhoGAは2013年3月31日をもって停止いたしました。今後はRAP-DB (http://integbio.jp/dbcatalog/record/nbdc00182) をご利用いただきますよう、よろしくお願いいたします。",運用終了,INE,INtegrated Rice Genome Explorer : INE,http://ine.dna.affrc.go.jp/giot/,,Active,https://integbio.jp/dbcatalog/record/nbdc00291,https://integbio.jp/dbcatalog/en/record/nbdc00291,t,,,,,,
NBDC00295,,Kyushu University Rice Database,,http://www.shigen.nig.ac.jp/rice/rice-kyushu/htdocs/main.html,データベース,"九州大学大学院農学研究院附属遺伝子資源開発研究センター植物遺伝子開発分野が収集および保存しているイネ品種・系統のデータベース。国内外の品種系統(HO系統、1,398 系統)、FAO国際共同研究供試品種(IBP系統、276 系統)、国内外の陸稲品種(UP系統、342系統)を含んでいます。",稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc00295,https://integbio.jp/dbcatalog/en/record/nbdc00295,t,,,,,,
NBDC00296,,LOCATE,,http://locate.imb.uq.edu.au/,データベース,理研のFANTOM3のタンパク質配列セットに対して、膜組織や細胞内局在性に関する情報を人の手で付加したデータのデータベース。膜組織は MemO pipeline を用いて予測しており、細胞内局在は免疫蛍光検査測定法と人の手による文献の調査によって決定しています。,休止,LOCATE,subcellular localization database,http://locate.imb.uq.edu.au/,"LOCATE is a database containing information on how and where in the cell and its membrane proteins are located and on the organization of the cell membrane. 

This information can reveal the functional role a specific protein fulfills in a cell.

The content of this database was collected by computational methods, immunofluorescence-based assays and by manually screening more than 1,700 publications.

The proteins studied were obtained from the RIKEN FANTOM4 mouse and human protein sequence set.

This database contains information on 58,128 mouse proteins and 64,637 human proteins.

A keyword search is available whereby data can be retrieved by entering a protein's ID, description, domain ID, domain name or location.

An Advanced search option is also provided where a combination of search criteria may be entered.",Inactive,https://integbio.jp/dbcatalog/record/nbdc00296,https://integbio.jp/dbcatalog/en/record/nbdc00296,,,,,,,
NBDC00297,,MAEDA,,http://rarge.psc.riken.jp/microarray/microarray.pl,データベース,シロイヌナズナの遺伝子発現データベース。 RARGE- RIKEN Arabidopsis Genome Encyclopedia：http://rarge.gsc.riken.jp/index.html のページで提供されています。,運用終了,MAEDA,Micro Array Expression DAta search,http://rarge.psc.riken.jp/microarray/microarray.pl,MAEDA is a database of Arabidopsis gene expression profiles that can be searched by gene ID. Expression in normal and stress conditions was measured by cDNA microarrays.,,https://integbio.jp/dbcatalog/record/nbdc00297,https://integbio.jp/dbcatalog/en/record/nbdc00297,,,,,,,
NBDC00298,,MassBank,High Resolution Mass Spectral Database,http://www.massbank.jp/Index,データベース,代謝物質（基礎代謝、植物二次代謝標準物質）を高分解能質量分析によって測定したマススペクトルを収集したデータベース。国内外12機関のデータをまとめて検索、閲覧が可能であり、マニュアルが充実しています。,稼動中,MassBank,High Resolution Mass Spectral Database,http://www.massbank.jp/Index,"MassBank is a high-resolution mass spectral database that involves the JST-BIRD project, and was developed by the Institute for Advanced Biosciences, Keio University (IAB) Analytical Chemistry Group, and the RIKEN Plant Science Center (PSC) Metabolomics Research Group. MassBank is used to search chemical compounds that have been detected by mass spectrometry for chemical identification, structure detail, similar spectrum search, etc. MassBank was recognized as the official mass spectral database of the Mass Spectrometry Society of Japan in 2008. It also contains the results of the NEDO project.",Active,https://integbio.jp/dbcatalog/record/nbdc00298,https://integbio.jp/dbcatalog/en/record/nbdc00298,t,,,,,,
NBDC02596,NBDC00298,MassBank（アーカイブ）,,https://dbarchive.biosciencedbc.jp/jp/massbank/desc.html,データベース,"MassBank は、研究者がマススペクトルを共有することを目的とした、世界で最初の public database です。
これらのマススペクトルは、メタボローム解析をはじめとする生物科学研究や環境物質の化学分析をおこなう環境科学研究において、質量分析で検出した化合物の同定や推定に利用することができます。
また、2008年に 日本質量分析学会 の公式マススペクトルデータベースとして認められました。
マススペクトルデータの提供機関は、以下の通りです。
アテネ大学
ボイシ州立大学
中部大学
スイス連邦水質科学研究所
チュービンゲン大学
東大院工
福山大学生物化学研
ジーエルサイエンス
ライプニッツ植物化学研究所
日本電子株式会社
かずさDNA研究所
慶應大先端生命研
京大院薬・生産開発研
MetaboLights
メタボロン社
マックスプランク化学生態学研究所
日本質量分析学会
奈良先端大情報科学研究科
日大文理
大阪府立母子保健総合医療センター研究所
大阪大学
オズワルド・クルーズ財団
PFOS研究グループ
理研植物科学研究センター
鳥取大農
ヘルムホルツ協会環境研究所
コネチカット大学
富山大和漢薬研
産業医科大学
プリバダ・アンテノル・オレゴ大学
ワシントン州立大学",稼動中,,,,,,,,t,https://dbarchive.biosciencedbc.jp/jp/massbank/desc.html,,,,,
NBDC00299,,MnM,,http://cse-mnm.engr.uconn.edu:8080/MNM/SMSSearchServlet,データベース,タンパク質内に存在する短い近接するペプチドモチーフに関するデータベースです。Minimotifとは少なくとも２つ以上のタンパク質で機能が知られたもので、翻訳語修飾、タンパク質やその他分子への結合、タンパク質輸送等に働いています。タンパク質名や配列のほか、UniProt等種々のIDによるモチーフの検索が可能です。,休止,MnM,Minimotif Miner (Application to search for short sequence motifs in proteins),http://cse-mnm.engr.uconn.edu:8080/MNM/SMSSearchServlet,"MnM is a database for short sequence motifs in protein. It provides information of short contiguous peptide motifs that have a known function in at least one other protein (Minimotifs). Minimotif functions include posttranslational modification of the minimotifs, binding to a target protein or molecule, and protein trafficking. Users can search motifs by protein names, sequences and various IDs.",Inactive,https://integbio.jp/dbcatalog/record/nbdc00299,https://integbio.jp/dbcatalog/en/record/nbdc00299,,,,,,,
NBDC00300,,Mouse Genetic Resources,,http://www.shigen.nig.ac.jp/mouse/nig/locale/change/?lang=ja,データベース,国立遺伝学研究所系統生物研究センター哺乳動物遺伝研究室において維持されているマウス系統に関する情報、及びそれらのマウス系統を用いた遺伝解析に必要な基礎情報を提供しています。,稼動中,Mouse Genetic Resources,,http://www.shigen.nig.ac.jp/mouse/nig/locale/change/?lang=en,"Mouse genetic Resources is a database of available mouse strains established in the Mammalian genetics Laboratory, National Institute of genetics (NIG). This database stocks information on resources of laboratory strains, congenic strains, recombinant strains, mutant stocks, wild mouse-derived strains and consomic strains. Each entry contains strain information (a strain name, gene, etc), history of a strain, stock condition and a type of a resource (frozen or live). Some entries include images of adult mice. Users can search available strains by keywords from those items.",Active,https://integbio.jp/dbcatalog/record/nbdc00300,https://integbio.jp/dbcatalog/en/record/nbdc00300,t,,,,,,
NBDC00301,,Mouse SAGE Site,,http://mouse.img.cas.cz/sage/,データベース,マウスの様々な組織や細胞株から生成された SAGE (Serial Analysis of gene expression) ライブラリのデータベース。,休止,,,,,Inactive,https://integbio.jp/dbcatalog/record/nbdc00301,https://integbio.jp/dbcatalog/en/record/nbdc00301,,,,,,,
NBDC00302,,Myc Cancer Gene,,http://www.myccancergene.org/,データベース,Myc標的遺伝子およびMycと癌の関連をまとめたデータベースです。,休止,Myc Cancer Gene,,http://www.myccancergene.org/,,Inactive,https://integbio.jp/dbcatalog/record/nbdc00302,https://integbio.jp/dbcatalog/en/record/nbdc00302,,,,,,,
NBDC00303,,NONCODE,,http://www.noncode.org,データベース,あらゆる種類の非コードRNA（noncoding RNAs）のデータベースです（tRNAとrRNAは除く）。公開された文献やデータベースからlncRNAおよびアノテーション情報を検索し、Ensembl、RefSeq、lncRNAdb、GENCODEの最新情報と統合して、lncRNAの位置、塩基配列、RNASeqによる発現プロファイル、可視化した構造などを収録しています。機能、疾患、生物種間での保存状況による絞り込みや、BLAST検索、ゲノムブラウザの利用が可能です。,稼動中,NONCODE,,http://www.noncode.org,"NONCODE is a comprehensive database of noncoding RNAs, excluding tRNAs and rRNAs, from an extensive number of biological organisms, from eukaryotes to viroids.

This repository contains 411,554 sequences from 1,239 organisms of which 73,372 are lncRNAs.

Annotated information on the expression profiles of 27,408 lncRNAs and the potential functions of 1,635 lncRNAs is included.

When the database was created, the references were all manually consulted to confirm the sequences.

A new classification system is introduced, based on the cellular process in which the sequence takes part.

A keyword search option and Blast search option is available.",Active,https://integbio.jp/dbcatalog/record/nbdc00303,https://integbio.jp/dbcatalog/en/record/nbdc00303,,,,,,,
NBDC00304,,OBIS,,http://www.iobis.org,データベース,様々な情報源（データベース）の海洋学関連のデータを評価・統合し、多数の海洋生物に関するデータを閲覧、検索できるサイトです。,稼動中,OBIS,The Ocean Biogeographic information System,http://www.iobis.org,"OBIS is a integrated database of marine biogeographic data from all over the world. It contains information on where and when marine species have been recorded. Users are able to search the datasets by species name, higher taxonomic level, geographic area, depth and time; and then map and find environmental data related to the locations. Furthermore, users can choose data type and data format to download data.",Active,https://integbio.jp/dbcatalog/record/nbdc00304,https://integbio.jp/dbcatalog/en/record/nbdc00304,,,,,,,
NBDC00305,,OBO,,http://www.obofoundry.org/,データベース,医学・生物学分野で使用される語彙を収集し、構造化しています。,稼動中,OBO,Open Biomedical Ontologies,http://www.obofoundry.org/,"The OBO Foundry provides a catalog of ontologies used in medicine or life sciences. Users can find details of each ontology in the list. Each ontology and the list are downloadable as owl file, and as YAML, JSON-LD and RDF/Turtle, respectively.",Active,https://integbio.jp/dbcatalog/record/nbdc00305,https://integbio.jp/dbcatalog/en/record/nbdc00305,,,,,,,
NBDC00306,,Okdb,,http://okdb.appliedbioinfo.net,データベース,卵巣内で発現する遺伝子の生物学的機能、発現パターン、発現調節に関する情報を集めたデータベースです。遺伝子配列、染色体上の位置、ヒトおよびマウスの表現形変異、文献の情報も収録しています。遺伝子一覧や染色体位置からのブラウズ、遺伝子名、生物種、キーワードによる検索、および機能、関与するプロセス、発現領域などによる絞り込みが可能です。,稼動中,Okdb,Ovarian Kaleidoscope Database,http://okdb.appliedbioinfo.net,"Okdb is a database of genes related to the biological function, expression patterns, and regulation of genes expressed in the ovaries. Information such as gene function, expression pattern, mutations, and phenotype can be found for humans, mouse, rat, bovine, ovine, porcine, D. melanogaster, and C. elegans. Searches can be performed by species, expression site, or function, etc.",Active,https://integbio.jp/dbcatalog/record/nbdc00306,https://integbio.jp/dbcatalog/en/record/nbdc00306,,,,,,,
NBDC00307,,OWL,,http://www.bioinf.manchester.ac.uk/dbbrowser/OWL/index.php,データベース,"Swiss-Prot, PIR, GenBank（翻訳したもの）, NRL_3Dのデータをもとにして、重複がないように再構成したものです。",稼動中,OWL,,http://www.bioinf.manchester.ac.uk/dbbrowser/OWL/index.php,"OWL Version 31.1 is a database comprised of the results of a comparative study of 4 sources of sequence information.

These sources are SWISS-PROT, PIR, GenBank and NRL-3D.

Redundancies of sequences have been avoided at all cost, even by eliminating sequences that display trivial differences from other sequences that are already present.

OWL is therefore a comparatively small repository, simplifying the process of similarity checks.

This version of the repository contains 279,796 entries and 89,624,288 residues.

The database can be searched by means of entering an accession number, a database code, a sequence or by making use of the provided keyword search option.",Active,https://integbio.jp/dbcatalog/record/nbdc00307,https://integbio.jp/dbcatalog/en/record/nbdc00307,,,,,,,
NBDC00308,,PDBsum,,http://www.ebi.ac.uk/thornton-srv/databases/pdbsum/,データベース,PDB (Protein Data Bank)に登録されているタンパク質の巨大分子構造をひと目で概観できる画像データベース。タンパク質の分子構造や相互作用を図で見ることができます。,稼動中,PDBsum,,http://www.ebi.ac.uk/thornton-srv/databases/pdbsum/,"PDBsum is a database that contains the annotated 3-dimensional structures of all the proteins in the Protein Data Bank (PDB).
The diagrams indicate the protein chains, ligands, DNA and the metal ions present in the protein structures and also how these molecules interact with each other.
This database contains 92,037 ProteinDataBase entries.
PDB code, text and sequence search options are available.
Data files can also be downloaded from the site.",Active,https://integbio.jp/dbcatalog/record/nbdc00308,https://integbio.jp/dbcatalog/en/record/nbdc00308,,,,,,,
NBDC00309,,PlantsT,,http://plantst.genomics.purdue.edu/,データベース,60種類以上の植物の輸送タンパク質、トランスポーター遺伝子の情報を集めたデータベース。タンパク質の情報（名前、同義語、キーワード、特性、配列、長さ、重量、遺伝子発現データ等）のほかに、タンパク質ファミリーのアライメント、系統樹などを見ることができます。,休止,PlantsT,Functional Genomics of Plant Transporters,http://plantst.genomics.purdue.edu/,"This database contains information on plant transporters. It provides information about proteins (name, synonyms, keywords, description, sequence, length, mass, features, etc.), RNA and DNA sequences, citations.",Inactive,https://integbio.jp/dbcatalog/record/nbdc00309,https://integbio.jp/dbcatalog/en/record/nbdc00309,,,,,,,
NBDC00310,,Pmda,,http://www.pmda.go.jp/,データベース,医薬品・医療機器等の安全な使用に役立てるため、医薬品関連情報、医療機器関連情報、医療用医薬品および一般医薬品添付文書情報、安全情報を提供しています。,稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc00310,https://integbio.jp/dbcatalog/en/record/nbdc00310,,,,,,,
NBDC00311,,UMIN 中毒データベース検索システム,,https://center6.umin.ac.jp/cgi-open-bin/hanyou/lookup/search.cgi?parm=POISON,データベース,UMIN (大学病院医療情報ネットワーク) が運営する中毒に関連した情報データベースです。UMINのサイトは医学・医療・生物学系の研究者・専門家及び大学病院の教職員・学生を対象としており、一般の方向けにはなっておりません。検索条件を入力する前にヘッダーの「中毒情報」や「中毒情報検索（商品分類一覧）」を参照し、原因商品の分類やタイトルを確認すると効率よく検索ができます。医薬品に関する情報だけに留まらず、家庭用品に至るまで身近なものに対し広範囲に網羅しています。,稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc00311,https://integbio.jp/dbcatalog/en/record/nbdc00311,t,,,,,,
NBDC00312,,PRIDE,,http://www.ebi.ac.uk/pride/,データベース,プロテオームデータの公的レポジトリ。質量分析ペプチドおよび蛋白質の同定データの公的レポジトリ。,稼動中,PRIDE,PRoteomics IDEntifications database,http://www.ebi.ac.uk/pride/,"This is a public repository for proteomics data, containing identification data on mass spectrometric peptides and proteins, and post-translational modifications, in which data are supported by spectral evidence. PRIDE is a core member of the ProteomeXchange (PX) consortium.",Active,https://integbio.jp/dbcatalog/record/nbdc00312,https://integbio.jp/dbcatalog/en/record/nbdc00312,,,,,,,
NBDC00313,,PKR,,http://www0.nih.go.jp/mirror/Kinases/pk_home.html,データベース,タンパク質キナーゼの様々な情報（配列、立体構造、アノテーション等）を統合し、Webインタフェースからそれらのデータを閲覧、分析できるシステムです。,休止,PKR,Protein Kinase Resource,http://www0.nih.go.jp/mirror/Kinases/pk_home.html,"This system integrates information on protein kinases (sequences, conformations, annotations) and allows users to browse and analyze the data through a web interface. Searches can be performed by structure, BLAST motif, or citation. Kinome trees can also be viewed here.",Inactive,https://integbio.jp/dbcatalog/record/nbdc00313,https://integbio.jp/dbcatalog/en/record/nbdc00313,,,,,,,
NBDC00314,,RAFL cDNAs,,http://rarge-v2.psc.riken.jp/cdna,データベース,"シロイヌナズナの完全長cDNA情報のデータベースです。シロイヌナズナ完全長cDNAの解析を行い、機能注釈を付ける作業を進めた成果を公開しています。155,144の完全長 cDNAsの3'末端ESTsを、14,668の非冗長のcDNAグループのクラスタに分類し、また、14,034種のシロイヌナズナ遺伝子について、5'末端の配列データを得、制御領域（プロモーター）データベースを構築したものです。

現在は RARGE （https://integbio.jp/dbcatalog/record/nbdc00183 ）の一部になっています。また、RAFL cDNA clones のリソース情報は RIKEN Arabidopsis Full-Length Clone Database Search（https://integbio.jp/dbcatalog/record/nbdc00192 ）からも検索できます。",稼動中,RAFL cDNAs,RIKEN Arabidopsis Full-length cDNA,http://rarge-v2.psc.riken.jp/cdna,"This is a database of Arabidopsis cDNA sequence information that can be searched by gene description, locus, or cDNA clone and contains available mutant information for each gene, in addition to sequence information.",Active,https://integbio.jp/dbcatalog/record/nbdc00314,https://integbio.jp/dbcatalog/en/record/nbdc00314,t,,,,,,
NBDC00315,,RED,Rice Expression Database,http://red.dna.affrc.go.jp/RED/,データベース,"The Rice Expression Database（RED）は、イネゲノムプロジェクトの一環として進められたマイクロアレイプロジェクトにおいて、8987ESTアレイを用いて解析さ れた遺伝子発現データを集約したデータベースです。REDは、イネマイクロアレイプロジェクトと他の研究グループによる実験で得られた発現プロファイルからの生データと正規化されたデータを保持しています。
国立研究開発法人　農業・食品産業技術総合研究機構によるオリジナルサイトの運用は終了しました。引き続き生命科学系データベースアーカイブ（https://integbio.jp/dbcatalog/record/nbdc02597 ）からThe Rice Expression Databaseをご利用いただけます。",運用終了,RED (Archive),Rice Expression Database,https://dbarchive.biosciencedbc.jp/en/red/desc.html,"The Rice Expression Database (RED) is a database that aggregates the gene expression data that has been analyzed using 8987EST array in the Microarray Project that was underway as part of the Rice Genome Project. RED holds raw and normalized data from expression profiles obtained by the Rice Microarray Project and other research groups.
The original site (http: //red.dna.affrc.go.jp/cgi-bin/sogo.cgi?sid=&pj=0&lang=ja&class=852) has been closed. The Rice Expression Database is available from LSDB archive site.",Active,https://integbio.jp/dbcatalog/record/nbdc00315,https://integbio.jp/dbcatalog/en/record/nbdc00315,t,https://dbarchive.biosciencedbc.jp/jp/red/desc.html,https://dbarchive.biosciencedbc.jp/en/red/desc.html,,,,
NBDC02597,NBDC00315,RED  (アーカイブ),Rice Expression Database,https://dbarchive.biosciencedbc.jp/jp/red/desc.html,データベース,The Rice Expression Database（RED）は、イネゲノムプロジェクトの一環として進められたマイクロアレイプロジェクトにおいて、8987ESTアレイを用いて解析さ れた遺伝子発現データを集約したデータベースです。REDは、イネマイクロアレイプロジェクトと他の研究グループによる実験で得られた発現プロファイルか らの生データと正規化されたデータを保持しています。,稼動中,,,,,,,,t,,,,,,
NBDC00316,,REMIB,,http://www.conabio.gob.mx/remib_ingles/doctos/remib_ing.html,データベース,生物学的多様性に関する情報を持つ機関・データベースをネットワーク化し、ネットワークに参加しているデータベースの情報に一元的にアクセス・検索することができるシステムです。,稼動中,REMIB,The World Biodiversity Information Network (REMIB),http://www.conabio.gob.mx/remib_ingles/doctos/remib_ing.html,"REMIB (The World Biodiversity Information Network) is a database that contains and shares information on biological diversity from more of 200 countries, with 5,763,632 records. To browse the database, a set of regulations need to be read and agreed to, then a key search option is made available.",Active,https://integbio.jp/dbcatalog/record/nbdc00316,https://integbio.jp/dbcatalog/en/record/nbdc00316,,,,,,,
NBDC00317,,Repbase,,http://www.girinst.org/repbase/,データベース,異なる真核生物から得られた反復性DNAを表す原型の配列のデータベースであるRepbase Update(RU) と、電子ジャーナルRepbase Reports(RR)のサービスを提供しています。,稼動中,Repbase,,http://www.girinst.org/repbase/,"This is a database for repetitive DNA. It is comprised of databases of model sequences for the repetitive DNA (Repbase Update, RU) and electronic journals (Repbase Reports, RR). RU is a collection of sequences for repetitive DNA obtained from different eukaryotes, and users can search by the type of repetitive DNA, internal elements, and species. RR contains literature used to present the sequences collected in RU.",Active,https://integbio.jp/dbcatalog/record/nbdc00317,https://integbio.jp/dbcatalog/en/record/nbdc00317,,,,,,,
NBDC02598,NBDC00317,Repbase Reports,,http://www.girinst.org/repbase/reports/index.html,データベース,Genetic Information Research Institute（GIRI）によって設立された電子ジャーナル（ISSN＃1534-830X）です。 他では報告されていない、転移因子およびその他の反復DNAのコンセンサス配列を分類し簡単な説明を付けて収録しています。 データは永続的にアーカイブされるので、科学雑誌で公開された他の記事と同じように引用できます。 さらに、配列データとそれに付随する解説は、Repbase Update（RU）に自動的に再登録され公開されます。,稼動中,,,,,,,,t,,,,,,
NBDC00318,,RGP,,http://rgp.dna.affrc.go.jp/index.html,データベース,イネゲノムの高密度分子遺伝地図、酵母人工染色体（YAC）の整列化地図、65000個のEST塩基配列情報、及び、これらESTをYAC整列化地図上に位置づけた発現遺伝子地図が公開されています。,稼動中,RGP,The Rice Genome Research Program,http://rgp.dna.affrc.go.jp/E/,"This is a web site of Rice Genome Research Program in Japan. It contains high-density molecular genetic maps, yeast artificial chromosome (YAC) sequence maps, 65000 EST base sequence information, and gene expression maps annotated onto YAC sequence maps.",Active,https://integbio.jp/dbcatalog/record/nbdc00318,https://integbio.jp/dbcatalog/en/record/nbdc00318,t,,,,,,
