ID,親ID,名称,別称,URL,分類,説明,稼働状況,Database name,Alternative name,URL (English),Database description,Operation status,カタログリンク（日本語）,カタログリンク（英語）,横断検索リンク,アーカイブリンク（日本語）,アーカイブリンク（英語）,RDFポータルリンク,ヒトDB ID,ヒトDBリンク（日本語）,ヒトDBリンク（英語）
NBDC02599,NBDC00318,RGP : A YAC-Based Rice Transcript Map Containing 6591 EST Sites,,https://dbarchive.biosciencedbc.jp/jp/rgp-estmap2001/desc.html,データベース,"このデータベースは、「Wu et al, Plant Cell 14, 2002」に掲載したYACベースのイネ転写産物地図に関する情報を提供しています。イネ転写産物地図作成に使用された6,591個のEST部位情報が含まれています。表や図（ダウンロード用のMicrosoft ExcelフォーマットおよびPDFフォーマットあり）の形式で、YACベースのイネ転写産物地図の詳細を提供します。表には、クローン特異的なESTプライマーを用いた、PCR法によるYACスクリーニングの詳細な結果が含まれています。 図には、割り当てられたEST部位でのイネの遺伝地図、および、YAC物理地図が含まれています。このアーカイブは下記の最終更新日のデータを元に作成されており、現状とは必ずしも一致しない場合があります。",稼動中,,,,,,,,t,https://dbarchive.biosciencedbc.jp/jp/rgp-estmap2001/desc.html,https://dbarchive.biosciencedbc.jp/en/rgp-estmap2001/desc.html,,,,
NBDC02600,NBDC00318,RGP : RICE GENETIC MAP IN NATURE GENETICS,,https://dbarchive.biosciencedbc.jp/jp/rgp-gmap/desc.html,データベース,"「RICE GENETIC MAP IN NATURE GENETICS」は、イネ連鎖地図作成に使用された1,381個のDNAマーカのデータベースです。イネ連鎖地図は「Nature Genetics volume 8, 365-372, December 1994」に掲載されています。イネ連鎖地図は、Nipponbare (japonica) と Kasalath (indica) のF2交雑でマッピングされた1,381個のRFLPマーカー情報 (1993年版) から構成されています。このアーカイブは下記の最終更新日のデータを元に作成されており、現状とは必ずしも一致しない場合があります。",稼動中,,,,,,,,t,https://dbarchive.biosciencedbc.jp/jp/rgp-gmap/desc.html,https://dbarchive.biosciencedbc.jp/en/rgp-gmap/desc.html,,,,
NBDC02601,NBDC00318,RGP: 332 PCR-based genetic markers on rice chromosomes,,https://dbarchive.biosciencedbc.jp/jp/rgp-caps/desc.html,データベース,我々は161個のsequence tagged site(STS)マーカーと171個のcleaved amplified polymorphic sequence (CAPS)マーカーを含む、332個のPCR法による遺伝マーカーを開発しました。このページではこれらマーカー情報を提供します。STSマーカーやCAPSマーカーについての染色体上の位置、プライマー配列、増幅断片（日本晴）の大きさ、制限酵素といったあらゆる情報を表にまとめました。これらのマーカーは、日本晴（ジャポニカ種）とKasalath（インディカ種）間の多型検出のために開発されました。これらのマーカーによる多型検出は、品種または系統の組合せに依存しますが、他の組合せでの分析に利用することができます。このアーカイブは下記の最終更新日のデータを元に作成されており、現状とは必ずしも一致しない場合があります。,稼動中,,,,,,,,t,https://dbarchive.biosciencedbc.jp/jp/rgp-caps/desc.html,http://dbarchive.biosciencedbc.jp/en/rgp-caps/desc.html,,,,
NBDC02602,NBDC00318,RGP: A HIGH-DENSITY RICE GENETIC MAP,,https://dbarchive.biosciencedbc.jp/jp/rgp-gmap98/desc.html,データベース,"「Genetics」（1998年1月）に掲載された高密度RFLP連鎖地図より、印刷物として掲載できなかった大量のデータをここで提供します。イネ連鎖地図は、Nipponbare (japonica) と Kasalath (indica) のF2交雑でマッピングされた2,275個のRFLPマーカー情報から構成されています。データはアイソザイム遺伝子座、各プローブの塩基配列および親サザン画像に対応した表、関連するクローン情報のデータを含んでいます。表にはマッピングされたクローンの類似検索の結果も含みます。このアーカイブは下記の最終更新日のデータを元に作成されており、現状とは必ずしも一致しない場合があります。",稼動中,,,,,,,,t,https://dbarchive.biosciencedbc.jp/jp/rgp-gmap98/desc.html,http://dbarchive.biosciencedbc.jp/en/rgp-gmap98/desc.html,,,,
NBDC02603,NBDC00318,"RGP: The Latest High-Density Rice Genetic Map, Including 3267 Markers",,https://dbarchive.biosciencedbc.jp/jp/rgp-gmap2000/desc.html,データベース,このデータベースでは、1998年の高密度RFLP連鎖地図公開以降に生成された1000近いRFLPマーカーを含む、3267個のRFLPマーカー情報で構成される連鎖地図（2000年版）を提供します。連鎖地図データは12の染色体毎に表で表示され、各染色体毎に短腕のテロメア末端からの地図上の位置（遺伝的距離をcMで表示）、マーカー名、RFLP分析でプローブとして使用した挿入断片である5'末端と3'末端配列のDDBJ accession番号（入手可能な場合のみ）が含まれます。 このアーカイブは下記の最終更新日のデータを元に作成されており、現状とは必ずしも一致しない場合があります。,稼動中,,,,,,,,t,https://dbarchive.biosciencedbc.jp/jp/rgp-gmap2000/desc.html,http://dbarchive.biosciencedbc.jp/en/rgp-gmap2000/desc.html,,,,
NBDC02604,NBDC00318,"Rice Genome Mapping and Sequencing Data from RGP, STAFF/NIAR, Japan[アーカイブデータ]",,https://dbarchive.biosciencedbc.jp/jp/rgp-physicalmap/desc.html,データベース,RGPのDNAマーカーで選抜されたYACクローンのデータファイルを示します。RGPのイネYACライブラリーは、日本晴（Oryza sativa L. cv. Nipponbare）の培養細胞から構築され、平均挿入長350kbのクローンを6934個含んでいます。RGPのDNAマーカーで選抜されたYACクローンのデータファイルを染色体ごとに図や表で参照することができます。表では、染色体ごとにRGPのDNAマーカーで選抜されたYACクローンを、DNAマーカー、遺伝的距離とともにまとめています。図では、染色体での区分領域ごとにYAC物理地図を示します。このアーカイブは下記の最終更新日のデータを元に作成されており、現状とは必ずしも一致しない場合があります。,稼動中,,,,,,,,t,https://dbarchive.biosciencedbc.jp/jp/rgp-physicalmap/desc.html,http://dbarchive.biosciencedbc.jp/en/rgp-physicalmap/desc.html,,,,
NBDC00319,,RIKEN BIORESOURCE CENTER EXPERIMENTAL ANIMAL DIVISION,,http://www.brc.riken.jp/lab/animal/,データベース,バイオリソースセンターにおいて提供を行っている実験動物（マウス）の系統検索等のデータベースのポータルサイト。,稼動中,RIKEN BioResource Center Experimental Animal Division,,http://www.brc.riken.jp/lab/animal/en/,"RIKEN BioResource Center Experimental Animal Division is a repository of information on mouse resources maintained by RIKEN BioResource Center (RIKEN BRC). This repository contains genetically-engineered strains, ENU mutants, inbred and wild-derived strains developed mainly in Japan. This repository provides a database of mouse phenotypes; Pheno-Pub, and protocols used in mouse experiments such as genotyping PCR, FACS analysis, etc. Users can search available resources from Pheno-Pub, as well as by keywords.",Active,https://integbio.jp/dbcatalog/record/nbdc00319,https://integbio.jp/dbcatalog/en/record/nbdc00319,,,,,,,
NBDC00320,,老化促進モデルマウス (SAM)研究協議会,,http://www.samrc.jp,データベース,老化促進モデルマウス（SAM）に関する情報を集めたサイトです。SAMマウスのマイクロサテライト一覧やSAM命名法、分与に関する情報などが掲載されています。,稼動中,The Council for SAM Research,,http://www.samrc.jp/firste.html,This site is about The Council for SAM Research. It supplies senescence-accelerated mouse (SAM) for members of this council. The information of SAM microsatellite marker is also supplied in this site.,Active,https://integbio.jp/dbcatalog/record/nbdc00320,https://integbio.jp/dbcatalog/en/record/nbdc00320,,,,,,,
NBDC00321,,SEER,,http://seer.cancer.gov/,データベース,1973年からアメリカでの癌の罹患率や生存率、死亡率等、癌に関する統計データを収集しているサイト。30種類以上の癌の情報を集めており、アメリカの人口の約26パーセントをカバーしています。300万人以上の癌患者の腫瘍診断や治療法に関する情報も閲覧することができます。,稼動中,SEER,Surveillance Epidemiology and End Results,http://seer.cancer.gov/,"This site collects data of cancers, such as morbidity and survival rate, for over 30 types of cancer in the US since 1973. It includes statistics data and tools to visualize those statistic data, and research data of incidence and population related to age, sex, race, year of diagnosis, and geographic areas. A signature on Research Data Agreement is necessary for use research data.",Active,https://integbio.jp/dbcatalog/record/nbdc00321,https://integbio.jp/dbcatalog/en/record/nbdc00321,,,,,,,
NBDC00322,,SHIGEN,,http://www.shigen.nig.ac.jp/indexja.htm,データベース,"遺伝資源情報の提供者と利用者が一緒に作り上げる情報アーカイブ。SHIGENプロジェクトは
<1> 実験研究に必要な遺伝資源材料の情報公開サイトを網羅的に調べて提供する(WGR)
<2> 国内の利用可能な資源に関しては、関連する様々な情報を含めた統合データベースを構築して利用者の便宜を図る
<3> 日本の生物遺伝資源委員会の活動に関する最新の情報を提供する (GRC)
<4> 国内の遺伝資源に関するデータベース構築を支援する(Databases)
などを目的として、国立遺伝学研究所・生物遺伝資源情報センター(三島市)で推進しています。ここでいう「遺伝資源」とは、遺伝物質を含み、増殖、保存、分譲が可能な実験材料(生物個体、 組織、細胞、DNA、笂など)をさします。本センターは国内の遺伝資源情報の中心を担うべく、1998年に設立されました。また2002年7月に発足したナショナルバイオリソースプロジェクト(NBRP)における情報中核機関としても機能しています。",稼動中,SHIGEN,SHared Information of GENetic resources,http://www.shigen.nig.ac.jp/index.htm,"SHIGEN is a portal site of bioresource information in Japan maintained by National Institute of genetics (NIG). SHIGEN provides the list of databases constructed at NIG, information sites for bioresources (NBRP; National BioResource Project, WGR; Worldwide genetic Resources and JGR; Japan genetic Resources), monthly newsletters (BioResource now!) and bioinformatics tools. Users can search resource information by keywords through those 3 information sites.",Active,https://integbio.jp/dbcatalog/record/nbdc00322,https://integbio.jp/dbcatalog/en/record/nbdc00322,,,,,,,
